ICD-10 code	ICD-10 code description	ICD-10 group	Ideation or action	Past or present 
X74.01XD	Intentional self-harm by airgun, subsequent encounter	self_harm	action	past
X74.01XD	Intentional self-harm by airgun, subsequent encounter	self_harm	action	present
X74.01XS	Intentional self-harm by airgun, sequela	self_harm	action	past
X74.01XS	Intentional self-harm by airgun, sequela	self_harm	action	present
X74.02	Intentional self-harm by paintball gun	self_harm	action	present
X74.02XA	Intentional self-harm by paintball gun, initial encounter	self_harm	action	present
X74.02XD	Intentional self-harm by paintball gun, subsequent encounter	self_harm	action	past
X74.02XD	Intentional self-harm by paintball gun, subsequent encounter	self_harm	action	present
X74.02XS	Intentional self-harm by paintball gun, sequela	self_harm	action	past
X74.02XS	Intentional self-harm by paintball gun, sequela	self_harm	action	present
X74.09	Intentional self-harm by other gas, air or spring-operated gun	self_harm	action	present
X74.09XA	Self-harm by other gas, air or spring-operated gun, initial	self_harm	action	present
X74.09XD	Self-harm by other gas, air or spring-operated gun, subsequent	self_harm	action	past
X74.09XD	Self-harm by other gas, air or spring-operated gun, subsequent	self_harm	action	present
X74.09XS	Self-harm by other gas, air or spring-operated gun, sequela	self_harm	action	past
X74.09XS	Self-harm by other gas, air or spring-operated gun, sequela	self_harm	action	present
X74.8	Intentional self-harm by other firearm discharge	self_harm	action	present
X74.8XXA	Intentional self-harm by other firearm discharge, initial encounter	self_harm	action	present
X74.8XXD	Intentional self-harm by other firearm discharge, subsequent encounter	self_harm	action	past
X74.8XXD	Intentional self-harm by other firearm discharge, subsequent encounter	self_harm	action	present
X74.8XXS	Intentional self-harm by other firearm discharge, sequela	self_harm	action	past
X74.8XXS	Intentional self-harm by other firearm discharge, sequela	self_harm	action	present
X74.9	Intentional self-harm by unspecifiedecified firearm discharge	self_harm	action	present
X74.9XXA	Intentional self-harm by unspecified firearm discharge, initial encounter	self_harm	action	present
X74.9XXD	Intentional self-harm by unspecified firearm discharge, subsequent encounter	self_harm	action	past
X74.9XXD	Intentional self-harm by unspecified firearm discharge, subsequent encounter	self_harm	action	present
X74.9XXS	Intentional self-harm by unspecified firearm discharge, sequela	self_harm	action	past
X74.9XXS	Intentional self-harm by unspecified firearm discharge, sequela	self_harm	action	present
X75	Intentional self-harm by explosive material	self_harm	action	present
X75.XXXA	Intentional self-harm by explosive material, initial encounter	self_harm	action	present
X75.XXXD	Intentional self-harm by explosive material, subsequent encounter	self_harm	action	past
X75.XXXD	Intentional self-harm by explosive material, subsequent encounter	self_harm	action	present
X75.XXXS	Intentional self-harm by explosive material, sequela	self_harm	action	past
X75.XXXS	Intentional self-harm by explosive material, sequela	self_harm	action	present
X76	Intentional self-harm by smoke, fire and flames	self_harm	action	present
X76.XXXA	Intentional self-harm by smoke, fire and flames, initial encounter	self_harm	action	present
X76.XXXD	Intentional self-harm by smoke, fire and flames, subsequent encounter	self_harm	action	past
X76.XXXD	Intentional self-harm by smoke, fire and flames, subsequent encounter	self_harm	action	present
X76.XXXS	Intentional self-harm by smoke, fire and flames, sequela	self_harm	action	past
X76.XXXS	Intentional self-harm by smoke, fire and flames, sequela	self_harm	action	present
X77	Intentional self-harm by steam, hot vapors and hot objects	self_harm	action	present
X77.0	Intentional self-harm by steam or hot vapors	self_harm	action	present
X77.0XXA	Intentional self-harm by steam or hot vapors, initial encounter	self_harm	action	present
X77.0XXD	Intentional self-harm by steam or hot vapors, subsequent encounter	self_harm	action	past
X77.0XXD	Intentional self-harm by steam or hot vapors, subsequent encounter	self_harm	action	present
X77.0XXS	Intentional self-harm by steam or hot vapors, sequela	self_harm	action	past
X77.0XXS	Intentional self-harm by steam or hot vapors, sequela	self_harm	action	present
X77.1	Intentional self-harm by hot tap water	self_harm	action	present
X77.1XXA	Intentional self-harm by hot tap water, initial encounter	self_harm	action	present
X77.1XXD	Intentional self-harm by hot tap water, subsequent encounter	self_harm	action	past
X77.1XXD	Intentional self-harm by hot tap water, subsequent encounter	self_harm	action	present
X77.1XXS	Intentional self-harm by hot tap water, sequela	self_harm	action	past
X77.1XXS	Intentional self-harm by hot tap water, sequela	self_harm	action	present
X77.2	Intentional self-harm by other hot fluids	self_harm	action	present
X77.2XXA	Intentional self-harm by other hot fluids, initial encounter	self_harm	action	present
X77.2XXD	Intentional self-harm by other hot fluids, subsequent encounter	self_harm	action	past
X77.2XXD	Intentional self-harm by other hot fluids, subsequent encounter	self_harm	action	present
X77.2XXS	Intentional self-harm by other hot fluids, sequela	self_harm	action	past
X77.2XXS	Intentional self-harm by other hot fluids, sequela	self_harm	action	present
X77.3	Intentional self-harm by hot household appliances	self_harm	action	present
X77.3XXA	Intentional self-harm by hot household appliances, initial	self_harm	action	present
X77.3XXD	Intentional self-harm by hot household appliances, subsequent	self_harm	action	past
X77.3XXD	Intentional self-harm by hot household appliances, subsequent	self_harm	action	present
X77.3XXS	Intentional self-harm by hot household appliances, sequela	self_harm	action	past
X77.3XXS	Intentional self-harm by hot household appliances, sequela	self_harm	action	present
X77.8	Intentional self-harm by other hot objects	self_harm	action	present
X77.8XXA	Intentional self-harm by other hot objects, initial encounter	self_harm	action	present
X77.8XXD	Intentional self-harm by other hot objects, subsequent encounter	self_harm	action	past
X77.8XXD	Intentional self-harm by other hot objects, subsequent encounter	self_harm	action	present
X77.8XXS	Intentional self-harm by other hot objects, sequela	self_harm	action	past
X77.8XXS	Intentional self-harm by other hot objects, sequela	self_harm	action	present
X77.9	Intentional self-harm by unspecifiedecified hot objects	self_harm	action	present
X77.9XXA	Intentional self-harm by unspecified hot objects, initial encounter	self_harm	action	present
X77.9XXD	Intentional self-harm by unspecified hot objects, subsequent encounter	self_harm	action	past
X77.9XXD	Intentional self-harm by unspecified hot objects, subsequent encounter	self_harm	action	present
X77.9XXS	Intentional self-harm by unspecifiedecified hot objects, sequela	self_harm	action	past
X77.9XXS	Intentional self-harm by unspecifiedecified hot objects, sequela	self_harm	action	present
X78	Intentional self-harm by sharp object	self_harm	action	present
X78.0	Intentional self-harm by sharp glass	self_harm	action	present
X78.0XXA	Intentional self-harm by sharp glass, initial encounter	self_harm	action	present
X78.0XXD	Intentional self-harm by sharp glass, subsequent encounter	self_harm	action	past
X78.0XXD	Intentional self-harm by sharp glass, subsequent encounter	self_harm	action	present
X78.0XXS	Intentional self-harm by sharp glass, sequela	self_harm	action	past
X78.0XXS	Intentional self-harm by sharp glass, sequela	self_harm	action	present
X78.1	Intentional self-harm by knife	self_harm	action	present
X78.1XXA	Intentional self-harm by knife, initial encounter	self_harm	action	present
X78.1XXD	Intentional self-harm by knife, subsequent encounter	self_harm	action	past
X78.1XXD	Intentional self-harm by knife, subsequent encounter	self_harm	action	present
X78.1XXS	Intentional self-harm by knife, sequela	self_harm	action	past
X78.1XXS	Intentional self-harm by knife, sequela	self_harm	action	present
X78.2	Intentional self-harm by sword or dagger	self_harm	action	present
X78.2XXA	Intentional self-harm by sword or dagger, initial encounter	self_harm	action	present
X78.2XXD	Intentional self-harm by sword or dagger, subsequent encounter	self_harm	action	past
X78.2XXD	Intentional self-harm by sword or dagger, subsequent encounter	self_harm	action	present
X78.2XXS	Intentional self-harm by sword or dagger, sequela	self_harm	action	past
X78.2XXS	Intentional self-harm by sword or dagger, sequela	self_harm	action	present
X78.8	Intentional self-harm by other sharp object	self_harm	action	present
X78.8XXA	Intentional self-harm by other sharp object, initial encounter	self_harm	action	present
X78.8XXD	Intentional self-harm by other sharp object, subsequent encounter	self_harm	action	past
X78.8XXD	Intentional self-harm by other sharp object, subsequent encounter	self_harm	action	present
X78.8XXS	Intentional self-harm by other sharp object, sequela	self_harm	action	past
X78.8XXS	Intentional self-harm by other sharp object, sequela	self_harm	action	present
X78.9	Intentional self-harm by unspecifiedecified sharp object	self_harm	action	present
X78.9XXA	Intentional self-harm by unspecified sharp object, initial encounter	self_harm	action	present
X78.9XXD	Intentional self-harm by unspecified sharp object, subsequent encounter	self_harm	action	past
X78.9XXD	Intentional self-harm by unspecified sharp object, subsequent encounter	self_harm	action	present
X78.9XXS	Intentional self-harm by unspecifiedecified sharp object, sequela	self_harm	action	past
X78.9XXS	Intentional self-harm by unspecifiedecified sharp object, sequela	self_harm	action	present
X79	Intentional self-harm by blunt object	self_harm	action	present
X79.XXXA	Intentional self-harm by blunt object, initial encounter	self_harm	action	present
X79.XXXD	Intentional self-harm by blunt object, subsequent encounter	self_harm	action	past
X79.XXXD	Intentional self-harm by blunt object, subsequent encounter	self_harm	action	present
X79.XXXS	Intentional self-harm by blunt object, sequela	self_harm	action	past
X79.XXXS	Intentional self-harm by blunt object, sequela	self_harm	action	present
X80	Intentional fall from one level to another	self_harm	action	present
X80.XXXA	Intentional self-harm by jumping from a high place, initial	self_harm	action	present
X80.XXXD	Intentional self-harm by jumping from a high place, subsequent	self_harm	action	past
X80.XXXD	Intentional self-harm by jumping from a high place, subsequent	self_harm	action	present
X80.XXXS	Intentional self-harm by jumping from a high place, sequela	self_harm	action	past
X80.XXXS	Intentional self-harm by jumping from a high place, sequela	self_harm	action	present
X81	Self-harm by jumping or lying in front of moving object	self_harm	action	present
X81.0	Self-harm by jumping or lying in front of motor vehicle	self_harm	action	present
X81.0XXA	Self-harm by jumping or lying in front of mtr veh, initial	self_harm	action	present
X81.0XXD	Self-harm by jumping or lying in front of mtr veh, subsequent	self_harm	action	past
X81.0XXD	Self-harm by jumping or lying in front of mtr veh, subsequent	self_harm	action	present
X81.0XXS	Self-harm by jumping or lying in front of mtr veh, sequela	self_harm	action	past
X81.0XXS	Self-harm by jumping or lying in front of mtr veh, sequela	self_harm	action	present
X81.1	Self-harm by jumping or lying in front of (subway) train	self_harm	action	present
X81.1XXA	Self-harm by jumping or lying in front of (subway) train, initial	self_harm	action	present
X81.1XXD	Self-harm by jumping or lying in front of (subway) train, subsequent	self_harm	action	past
X81.1XXD	Self-harm by jumping or lying in front of (subway) train, subsequent	self_harm	action	present
X81.1XXS	Self-harm by jumping or lying in front of train, sequela	self_harm	action	past
X81.1XXS	Self-harm by jumping or lying in front of train, sequela	self_harm	action	present
X81.8	Self-harm by jumping or lying in front of moving object	self_harm	action	present
X81.8XXA	Self-harm by jumping or lying in front of moving object, initial	self_harm	action	present
X81.8XXD	Self-harm by jumping or lying in front of moving object, subsequent	self_harm	action	past
X81.8XXD	Self-harm by jumping or lying in front of moving object, subsequent	self_harm	action	present
X81.8XXS	Self-harm by jump or lying in front of moving object, sequela	self_harm	action	past
X81.8XXS	Self-harm by jump or lying in front of moving object, sequela	self_harm	action	present
X82	Intentional self-harm by crashing of motor vehicle	self_harm	action	present
X82.0	Intentional collision of motor vehicle w other motor vehicle	self_harm	action	present
